author,year,intervention_name,scale_name,delay,paper_title,coder,lab_or_field,lab_field,program_name,publication_type,origin,setting,stage_in_life,mean_age,participant_sex,percent_of_male,percent_dominant_racial_or_ethnic_group,country,state,number_of_participant,type_of_control,intrevention_description,brief_description_of_the_intervention,delivery_of_treatment,intervention_length,time_intervention_took,additional_contact,stated_purpose_of_the_intervention,intervention_description,stated_purpose,condition_gender,n_items,contains_randomization,partial_analysis,study_design,is_primary,scale_type,type_of_at_risk_population,n_conditions,n_c_pre,n_c_post,n_t_pre,n_t_post,n_t_group,n_c_group,cluster_type,eff_type,u_s_d,anticipated_direction,ctrl_sd,page_number,comments,d,var_d,se_d,checked,checker_comment,is_red
anton,2014,nonexpert / weak,Knowledge of sexual harassment scale,0,The Effects of Persuasive Communication on Knowledge and Attitudinal Outcome of a Sexual Harassment Training Program,Arielle,0,lab,NA,4,2,3,3,20.18,5,52.5,82.5,US,NA,40,4,0.5,video on sexual harrassment by nonexpert with weak argument,4,1,,0,"1,2,11",NA,"1,2,11",both,14,TRUE,NA,pre-post,FALSE,attitudes,-,4,,38.5,,38.5,-,-,-,d.i.m,-0.3818,1,0.2152812,87,NA,-1.774,7.10E-02,0.266,,,#ffffff
anton,2014,nonexpert / strong,Knowledge of sexual harassment scale,0,The Effects of Persuasive Communication on Knowledge and Attitudinal Outcome of a Sexual Harassment Training Program,Arielle,0,lab,NA,4,2,3,3,19.24,5,50,92.1,US,NA,38,4,0.5,video on sexual harrassment by nonexpert with strong argument,4,1,,0,"1,2,11",NA,"1,2,11",both,14,TRUE,NA,pre-post,FALSE,attitudes,-,4,,38.5,,38.5,-,-,-,d.i.m,-0.4,1,0.2179443,87,NA,-1.835,7.20E-02,0.268,,,#ffffff
anton,2014,expert / weak,Knowledge of sexual harassment scale,0,The Effects of Persuasive Communication on Knowledge and Attitudinal Outcome of a Sexual Harassment Training Program,Arielle,0,lab,NA,4,2,3,3,18.91,5,47.1,79.4,US,NA,34,4,0.5,video on sexual harrassment by expert with weak argument,4,1,,0,"1,2,11",NA,"1,2,11",both,14,TRUE,NA,pre-post,FALSE,attitudes,-,4,,38.5,,38.5,-,-,-,d.i.m,-0.3905195,1,0.2104256,87,NA,-1.856,7.30E-02,0.27,,,#ffffff
anton,2014,expert / strong,Knowledge of sexual harassment scale,0,The Effects of Persuasive Communication on Knowledge and Attitudinal Outcome of a Sexual Harassment Training Program,Arielle,0,lab,NA,4,2,3,3,20.05,5,45.2,78.6,US,NA,42,4,0.5,video on sexual harrassment by expert with strong argument,4,1,,0,"1,2,11",NA,"1,2,11",both,14,TRUE,NA,pre-post,FALSE,attitudes,-,4,,38.5,,38.5,-,-,-,d.i.m,-0.39077,1,0.202953,87,NA,-1.915,7.40E-02,0.272,,,#ffffff
gage,2014,adaption of safe dates,knowledge of forms of physical and emotional violence in dating and relationships,0,"Short-Term Effects of a Violence Prevention Curriculum on Knowledge of Dating Violence among High School Students in Port-au-Prince, Haiti",Arielle,0,field,SAFE Dates (adaptation),7,2,3,3,NA,NA,NA,NA,Haiti,NA,343,"2,4",1,curriculum on dating violence,"2,5",10,,0,2,NA,2,both,10,NA,NA,pre-post,FALSE,attitudes,-,1,,221,,221,1,1,n groups,d.i.m,-3.245455,1,-,22,from haiti; here I combine private and public schools; result gage 2016 pg 7,-1.537,1.20E-02,0.11,,,#ffffff
kirkner,2014,speak up,Stereotypes and myths,0,Speak Up: Engaging Youth in School-Based Primary Prevention of Sexual Violence,Paloma,1,field,Speak Up,5,2,1,1,NA,"4,3",NA,NA,US,Colorado,184,4,1,"The Speak Up curriculum challenges and inspires students to become leaders within their peer groups, to speak out against inappropriate language and behavior, and to be part of a cultural shift towards greater respect.
Speak Up groups take place within individual middle schools and in gender-specific groups for an hour each week, but at the end of the year all groups are invited to come together for a celebration and experiential field trip to rock climbing gym or similar team-building venue. Bringing together multiple groups in a cooperative and supportive environment enables students to meet allies and recognize that there are many other young men and women who will support their future goals and stand with them against sexual and gender-based violence. Discussions include sexual assault, dating violence, all forms of bullying, as well as identifying the difference between sexual harassment and flirting.","2,5,9",NA,,0,"4,1,9,10",NA,"4,1,9,10",both,1,NA,NA,pre-post,FALSE,attitudes,-,1,,184,,184,3,3,n groups,t.test,3.3447,1,-,8,NA,0.349,1.10E-02,0.105,,,#ffffff
mcmahon,2014,scream theater,rape myth acceptance,21,Utilizing Peer Education Theater for the Primary Prevention of Sexual Violence on College Campuses,Arielle,1,field,SCREAM Theater,1,2,3,3,NA,5,45,53,USA,NA,2465,4,1,theater presentation of scenarios for bystander intervention in sexual violence,"3,5",1,,0,"1,9",NA,"1,9",both,19,NA,NA,pre-post,FALSE,attitudes,-,1,,643,,643,-,-,-,d.i.m,0.21,1,0.55,6,NA,0.382,3.00E-03,0.055,,,#ffffff
peterson,2014,traditional awareness dating violence prevention program,illinois rape myth acceptance scale,0,An Evaluation of Two Dating Violence Prevention Programs on a College Campus,Arielle,1,field,NA,4,2,3,3,NA,5,49.1,69.9,USA,Colorado,600,"1,3,4",1,peer-led sexual violence curriculum emphasizing a victim/perpetrator approach,"1,4,5",1,,0,"1,2,3,4,5,11",NA,"1,2,3,4,5,11",both,19,FALSE,NA,pre-post,FALSE,attitudes,-,3,,376,,349,-,-,-,d.i.m,0.3,1,0.5,79,NA,0.6,6.00E-03,0.077,,,#ffffff
peterson,2014,bystander dating violence prevention program,illinois rape myth acceptance scale,0,An Evaluation of Two Dating Violence Prevention Programs on a College Campus,Arielle,1,field,Bringing in the Bystander (modified),4,2,3,3,NA,5,49.1,69.9,USA,Colorado,593,"1,3,4",1,peer-led sexual violence curriculum emphasizing bystander intervention,"1,4,5",1,,0,"1,2,3,4,5,11",NA,"1,2,3,4,5,11",both,19,FALSE,NA,pre-post,FALSE,attitudes,-,3,,369,,342,-,-,-,d.i.m,0.6,1,NA,79,NA,1,6.00E-03,0.077,,,#ffffff
stewart,2014,men's project,illinois rape myth acceptance scale,14,The Men's Project: A Sexual Assault Prevention Program Targeting College Men,Arielle,0,field,Men's Project,1,2,3,3,20.33,1,100,NA,NA,NA,36,4,0;.5,student-led workshops on sexual violence,8,11,,0,"3,4,5,9,10",NA,"3,4,5,9,10",male,20,NA,NA,pre-post,FALSE,attitudes,-,1,,23,,33,-,-,-,d.i.m,0.36,1,0.77,2,NA,0.468,7.40E-02,0.272,,,#ffffff
scull,2014,media aware relationships,sexual health knowledge,24,A Media Literacy Education Approach to Teaching Adolescents Comprehensive Sexual Health Education,jh,1,field,Media Aware Relationships,1,4,1,1,13,3,0.393,0.95,us,NA,64,4,1,"Media Aware Relationships (MAR) is an 8-lesson comprehensive sexual health MLE program designed to be led by trained educators and covers a wide range of sexual health topics including pregnancy and STI prevention, dating violence, and relationship health.",2,not given,,0,"2, 11",NA,"2, 11",both,12,NA,NA,pre-post,FALSE,attitudes,-,1,,56,,56,4,4,n groups,d.i.m,-0.88,1,2.92,18,NA,-0.301,3.60E-02,0.19,,,#ffffff
cares,2015,bringing in the bystander + know your partner bystander social marketing campaign,illinois rape myth acceptance scale - short form,365,Changing Attitudes About Being a Bystander to Violence: Translating an In-Person Sexual Violence Prevention Program to a New Campus,Arielle,0,field,Bringing in the Bystander + Know Your Power Bystander Social Marketing Campaign,1,2,3,3,18.2,3,0.51,80,USA,NA,154,1,1,proram on how bystanders can help in risky situations; social marketing campaign displaying proscoail bheavior images,2,2,,0,"1,2,4,5,6,7,9,10",NA,"1,2,4,5,6,7,9,10",both,1,FALSE,NA,pre-post,FALSE,attitudes,-,4,,154,,154,1,1,n groups,d.i.m,0.48,1,1.12,176,"note that campus was exposed to the marketing campaign, thus it hit the control group too. double check if I am using right table with Roni",0.429,32.736,5.722,,,#ffffff
cares,2015,know your partner bystander social marketing campaign,illinois rape myth acceptance scale - short form,365,Changing Attitudes About Being a Bystander to Violence: Translating an In-Person Sexual Violence Prevention Program to a New Campus,Arielle,0,field,Know Your Power Bystander Social Marketing Campaign,1,2,3,3,18.2,3,0.51,80,USA,NA,180,1,1,proram on how bystanders can help in risky situations; social marketing campaign displaying proscoail bheavior images,6,42,,0,"1,2,4,5,6,7,9,10",NA,"1,2,4,5,6,7,9,10",both,1,FALSE,NA,pre-post,FALSE,attitudes,-,4,,180,,180,1,1,n groups,d.i.m,0.6,1,1.16,176,"note that campus was exposed to the marketing campaign, thus it hit the control group too. double check if I am using right table with Roni",0.517,33.069,5.751,,,#ffffff
connolly,2015,youth lead program,RISE Knowledge Questionnaire - dating aggression,244,"Evaluation of a Youth-Led Program for Preventing Bullying; Sexual Harassment, and Dating Aggression in Middle Schools",Arielle,1,field,NA,1,2,1,1,12.37,5,48.6,NA,Canada,NA,209,3,0.5,High schoolers trained to be leaders for in-class middle school prevention program,"1,2,5",2,,0,"1,2,11",NA,"1,2,11",both,12,TRUE,NA,pre-post,FALSE,attitudes,-,2,,209,,209,1,1,cluster randomized,d.i.m,-7.00E-02,1,0.16,417,NA,-0.437,3.764,5.724,,,#ffffff
connolly,2015,youth lead program,Sexual Harassment Questionaire,244,"Evaluation of a Youth-Led Program for Preventing Bullying; Sexual Harassment, and Dating Aggression in Middle Schools",Arielle,1,field,NA,1,2,1,1,12.37,5,48.6,NA,Canada,NA,209,3,0.5,High schoolers trained to be leaders for in-class middle school prevention program,"1,2,5",2,,0,"1,2,11",NA,"1,2,11",both,14,TRUE,NA,pre-post,FALSE,behavior,-,2,,209,,209,1,1,cluster randomized,d.i.m,-0.03,-1,0.34,417,"4 middle schools, 42 classrooms. Randomized by high school, who picked middle schools. School n pg 411, student n 410",-8.80E-02,32.031,5.66,,,#ffffff
connolly,2015,usual practice,Sexual Harassment Questionaire,244,"Evaluation of a Youth-Led Program for Preventing Bullying; Sexual Harassment, and Dating Aggression in Middle Schools",Arielle,1,field,NA,1,2,1,1,12.37,5,48.6,NA,Canada,NA,300,3,0.5,High schoolers trained to be leaders for in-class middle school prevention program,"1,2,5",2,,0,"1,2,11",NA,"1,2,11",both,14,TRUE,NA,pre-post,FALSE,behavior,-,2,,300,,264,1,1,cluster randomized,d.i.m,-0.03,-1,0.32,417,NA,-9.40E-02,32.035,5.66,,,#ffffff
connolly,2015,usual practice,RISE Knowledge Questionnaire - dating aggression,244,"Evaluation of a Youth-Led Program for Preventing Bullying; Sexual Harassment, and Dating Aggression in Middle Schools",Arielle,1,field,NA,1,2,1,1,12.37,5,48.6,NA,Canada,NA,300,3,0.5,High schoolers trained to be leaders for in-class middle school prevention program,"1,2,5",2,,0,"1,2,11",NA,"1,2,11",both,12,TRUE,NA,pre-post,FALSE,attitudes,-,2,,300,,264,1,1,cluster randomized,d.i.m,-0.03,1,0.15,417,NA,-0.2,32.16,5.671,,,#ffffff
hines a,2015,bringing in the bystander,irma,7,Predicting Improvement After a Bystander Program for the Prevention of Sexual and Dating Violence,Arielle,1,field,Bringing in the Bystander program,1,2,3,3,18.06,4,33.4,77.4,USA,NA,296,1,1,"Introduce violence and bystander intervention, bystander skill development","2,5,9",1,,0,"1,2,4",NA,"1,2,4",both,20,NA,NA,pre-post,FALSE,attitudes,-,1,,218,,116,-,-,-,d.i.m,2.03,1,8.25,553,they add people midway,0.246,1.30E-02,0.114,,,#ffffff
hines a,2015,bringing in the bystander,bystander behavior scale,7,Predicting Improvement After a Bystander Program for the Prevention of Sexual and Dating Violence,Arielle,1,field,Bringing in the Bystander program,1,2,3,3,18.06,4,33.4,77.4,USA,NA,296,1,1,"Introduce violence and bystander intervention, bystander skill development","2,5,9",1,,0,"1,2,4",NA,"1,2,4",both,25,NA,NA,pre-post,FALSE,behavior,-,1,,218,,116,-,-,-,d.i.m,-1.05,1,5.66,553,they add people midway,-0.203,1.30E-02,0.114,,,#ffffff
hines a,2015,bringing in the bystander,irma,183,Predicting Improvement After a Bystander Program for the Prevention of Sexual and Dating Violence,Arielle,1,field,Bringing in the Bystander program,1,2,3,3,18.06,4,33.4,77.4,USA,NA,296,1,1,"Introduce violence and bystander intervention, bystander skill development","2,5,9",1,,0,"1,2,4",NA,"1,2,4",both,20,NA,NA,pre-post,FALSE,attitudes,-,1,,218,,97,-,-,-,d.i.m,3.47,1,8.25,553,they add people midway,0.421,1.50E-02,0.122,,,#ffffff
hines a,2015,bringing in the bystander,bystander behavior scale,183,Predicting Improvement After a Bystander Program for the Prevention of Sexual and Dating Violence,Arielle,1,field,Bringing in the Bystander program,1,2,3,3,18.06,4,33.4,77.4,USA,NA,296,1,1,"Introduce violence and bystander intervention, bystander skill development","2,5,9",1,,0,"1,2,4",NA,"1,2,4",both,25,NA,NA,pre-post,FALSE,behavior,-,2,,218,,97,-,-,-,d.i.m,-0.84,1,5.66,553,they add people midway,-0.148,1.50E-02,0.122,,,#ffffff
hines b,2015,bringing in the bystander,bystander behavior scale,183,An Experimental Evaluation of Peer versus Professional Educators of a Bystander Program for the Prevention of Sexual and Dating Violence among College Students,Arielle,1,field,University of New Hampshire's Bringing in the Bystander 90-minute program,1,2,3,3,18.11,4,46.61921708,78.6,USA,NA,562,3,1,"learning about dating and sexual violence statistics, empathy building exercise, understanding the context of violence, empowering students to be poractive bystanders","2,5.9",1,,0,"1,4,11",NA,"1,4,11",both,25,FALSE,NA,pre-post,FALSE,behavior,-,2,,174,,102,23,23,n groups,d.i.m,-0.03,1,0.28,288,reporting pre post means. Also has models on how peer or professional facilitator affects results,-0.107,1.50E-02,0.122,,,#ffffff
